07/31/26 10:58:27,Start Time:,1785466707.7,Duration:,10,Time Precision:,4,Time Adjustment:,0,Target Size:,100

Time Offset,AVDD_I,AVDD_P,AVDD_V,CAM_AFVDD2_2V8_I,CAM_AFVDD2_2V8_P,CAM_AFVDD2_2V8_V,CH15_SPM_I,CH15_SPM_P,CH15_SPM_V,CH23_SPM_I,CH23_SPM_P,CH23_SPM_V,ELVDD_I,ELVDD_P,ELVDD_V,EMI_VDD1_DDR_I,EMI_VDD1_DDR_P,EMI_VDD1_DDR_V,EMI_VDD2H_DDR_I,EMI_VDD2H_DDR_P,EMI_VDD2H_DDR_V,EMI_VDD2L_DDR_I,EMI_VDD2L_DDR_P,EMI_VDD2L_DDR_V,EMI_VDDQ_DDR_I,EMI_VDDQ_DDR_P,EMI_VDDQ_DDR_V,FCAM_AVDD_2P8_I,FCAM_AVDD_2P8_P,FCAM_AVDD_2P8_V,FCAM_DVDD_1P05_I,FCAM_DVDD_1P05_P,FCAM_DVDD_1P05_V,FCAM_VCAMIO_I,FCAM_VCAMIO_P,FCAM_VCAMIO_V,MCAM_AVDD_2P8_I,MCAM_AVDD_2P8_P,MCAM_AVDD_2P8_V,MCAM_DVDD_1V1_I,MCAM_DVDD_1V1_P,MCAM_DVDD_1V1_V,OLED_DVDD_I,OLED_DVDD_P,OLED_DVDD_V,OLED_VCI_I,OLED_VCI_P,OLED_VCI_V,OLED_VDDI_I,OLED_VDDI_P,OLED_VDDI_V,SAR_VDD_1P8_I,SAR_VDD_1P8_P,SAR_VDD_1P8_V,System Messages,,TSP_IO_CON_I,TSP_IO_CON_P,TSP_IO_CON_V,UFS_VCC_2V5_UFS_I,UFS_VCC_2V5_UFS_P,UFS_VCC_2V5_UFS_V,VBB1_BOB_I,VBB1_BOB_P,VBB1_BOB_V,VCAMIO_I,VCAMIO_P,VCAMIO_V,VCAMIO_WIDE_I,VCAMIO_WIDE_P,VCAMIO_WIDE_V,VIO18_PMU_6319_I,VIO18_PMU_6319_P,VIO18_PMU_6319_V,VIO18_PMU_6685_I,VIO18_PMU_6685_P,VIO18_PMU_6685_V,VIO18_PMU_A_G_I,VIO18_PMU_A_G_P,VIO18_PMU_A_G_V,VIO18_PMU_FLICKER_I,VIO18_PMU_FLICKER_P,VIO18_PMU_FLICKER_V,VIO18_PMU_HAC_I,VIO18_PMU_HAC_P,VIO18_PMU_HAC_V,VIO18_PMU_M_I,VIO18_PMU_M_P,VIO18_PMU_M_V,VIO18_PMU_PL_I,VIO18_PMU_PL_P,VIO18_PMU_PL_V,VIO18_PMU_REV_I,VIO18_PMU_REV_P,VIO18_PMU_REV_V,VIO18_PMU_SPK_I,VIO18_PMU_SPK_P,VIO18_PMU_SPK_V,VLEDA_PL_I,VLEDA_PL_P,VLEDA_PL_V,VSYS_6685_I,VSYS_6685_P,VSYS_6685_V,VSYS_AVDD_I,VSYS_AVDD_P,VSYS_AVDD_V,VSYS_CHG_I,VSYS_CHG_P,VSYS_CHG_V,VSYS_DVE_I,VSYS_DVE_P,VSYS_DVE_V,VSYS_ELVDD_I,VSYS_ELVDD_P,VSYS_ELVDD_V,VSYS_FLASH_I,VSYS_FLASH_P,VSYS_FLASH_V,VSYS_HAC_I,VSYS_HAC_P,VSYS_HAC_V,VSYS_PVIN_I,VSYS_PVIN_P,VSYS_PVIN_V,VSYS_REV_I,VSYS_REV_P,VSYS_REV_V,VSYS_SPK_I,VSYS_SPK_P,VSYS_SPK_V,VSYS_VIB_I,VSYS_VIB_P,VSYS_VIB_V,VTP_PMU_I,VTP_PMU_P,VTP_PMU_V,VUFS12_PMU_I,VUFS12_PMU_P,VUFS12_PMU_V,WCAM_AVDD_2P8_I,WCAM_AVDD_2P8_P,WCAM_AVDD_2P8_V,WIDE_DVDD_1P2_I,WIDE_DVDD_1P2_P,WIDE_DVDD_1P2_V
8.22,14.87,109.9674,7395.25,-0.0125,-0,0.875,-0.0175,-0,2.625,-0.0375,-0.0001,1.375,8.1025,37.2533,4597.75,2.1425,3.8632,1803.125,7.5275,7.949,1056,4.2,3.8771,923.125,1.9,0.96,505.25,0.02,0,1,0.0175,0,1,0.0325,0.0592,1821.375,-0.005,-0,0,-0.9,-0.0015,1.625,52.1925,67.909,1301.125,0.0775,0.23,2967.375,7.7375,13.8878,1794.875,0.045,0.0818,1818,,,2.5725,4.6337,1801.25,0.0225,0.0001,2.75,6.35,22.2798,3508.625,0.0225,0.041,1820.125,0.0525,0.0956,1821.75,10799.75,19037.2593,1762.75,2.55,4.6384,1819,0.1925,0.35,1818.25,0.025,0.0455,1818.375,0.4,0.7282,1820.625,692.1675,1210.0818,1748.25,0.11,0.2001,1819,0.0175,0.0318,1819.5,0.6,1.0908,1818,0.025,0.0823,3292.125,0.4,1.5784,3946,33.79,133.2593,3943.75,119.5,471.5022,3945.625,0.88,3.4721,3945.625,10.92,43.0726,3944.375,-0.0025,-0.0099,3945.25,0.15,0.5918,3945.625,3.2125,12.6769,3946.125,0,0,3945.25,0.15,0.5919,3946.125,0.055,0.2172,3948.375,1.1125,3.6757,3304,0.3375,0.4064,1204.25,-0.005,-0,1.625,-0.005,-0,1
8.316,14.83,109.6438,7393.375,-0.0225,-0,2,-0.0175,-0,1.5,-0.0125,-0,0.25,8.0575,37.0554,4598.875,2.0025,3.608,1801.75,7.565,7.9716,1053.75,4.15,3.8232,921.25,1.9,0.9626,506.625,-0.0525,-0.0001,1.75,0.02,0,1.125,0.04,0.0728,1821,-0.0375,-0,0.5,-0.1,-0.0001,1.25,53.905,70.0698,1299.875,0.0875,0.2598,2969.5,7.71,13.8491,1796.25,-0.01,-0.0182,1817.875,,,0.455,0.8199,1802,-0.0075,-0,1.375,7,24.5849,3512.125,0,0,1817.875,0.01,0.0182,1821,10800.25,19054.3411,1764.25,1.9,3.4582,1820.125,0.1825,0.332,1819.25,0.0275,0.05,1819.75,-0.65,-1.1837,1821,692.3475,1210.9158,1749,0.1525,0.2775,1819.625,0.0225,0.041,1821.375,-0.1,-0.1818,1818.125,1.49,4.9129,3297.25,0.7,2.7643,3949,29.79,117.6333,3948.75,114.85,453.8441,3951.625,0.9125,3.6046,3950.25,10.87,42.9202,3948.5,-0.04,-0.1579,3947.375,-0.25,-0.9875,3950,2.7825,10.9937,3951,0.5,1.9739,3947.75,0.3,1.1852,3950.625,0.01,0.0395,3945.875,0.2125,0.7022,3304.375,0.3475,0.419,1205.75,0.0075,0,2,-0.0175,-0,0.5
8.412,14.8475,109.801,7395.25,-0.03,-0.0001,2.375,-0.045,-0,0.75,-0.0825,-0.0001,1.125,8.0175,36.8655,4598.125,2.0275,3.6541,1802.25,9.7075,10.2475,1055.625,4.6,4.2504,924,1.2,0.6055,504.625,-0.035,-0.0001,1.625,0.0075,0,1.625,0.0575,0.1047,1820.125,0.005,0,1.75,-0.4,-0.0013,3.125,50.0125,65.0037,1299.75,0.04,0.1187,2967.75,7.745,13.9216,1797.5,0.065,0.118,1814.875,,,0.74,1.332,1800,0.005,0,0.5,11.45,40.1594,3507.375,0.0625,0.1137,1818.75,0.015,0.0273,1820.25,10798.95,19029.0998,1762.125,1.8,3.2735,1818.625,0.1675,0.3047,1818.875,0.025,0.0455,1819.75,0,0,1818.875,692.855,1211.1105,1748,0.2225,0.4043,1816.875,0.0025,0.0045,1820,0,0,1820.625,6.82,22.4676,3294.375,1.4,5.5281,3948.625,30.6625,121.0402,3947.5,119.55,472.2524,3950.25,0.8825,3.486,3950.125,10.78,42.5635,3948.375,-0.0025,-0.0099,3946.625,-0.1,-0.3949,3948.5,3.2375,12.7853,3949.125,0.1,0.3947,3946.875,-0.2,-0.79,3949.75,0.03,0.1184,3948.125,0.255,0.8418,3301.125,0.325,0.392,1206.25,0.02,0,1.5,-0.03,-0,0.75
8.508,12.66,93.608,7394,-0.04,-0,0.875,-0.0075,-0,0.5,-0.0325,-0,1.375,8.045,37.003,4599.5,1.7025,3.069,1802.625,7.5275,7.9462,1055.625,2.25,2.0804,924.625,1,0.5049,504.875,0.01,0,1.875,0.04,0.0001,1.875,0,0,1821.875,-0.0225,-0,1.25,-0.55,-0.0005,0.875,46.9725,61.0466,1299.625,0.0675,0.2003,2968,6.82,12.2419,1795,0.0225,0.0409,1818.125,,,0.72,1.2969,1801.25,0.0075,0,1.75,3.65,12.817,3511.5,0.03,0.0545,1817.125,0.0275,0.0501,1820.375,10798.95,19049.3478,1764,2.25,4.0933,1819.25,0.24,0.4364,1818.375,0.0275,0.05,1817,0.2,0.3646,1823.125,691.8825,1208.6322,1746.875,0.09,0.1636,1817.625,0.025,0.0456,1822.625,0.6,1.0913,1818.75,0.045,0.1486,3301.125,0.75,2.9637,3951.625,25.6175,101.2179,3951.125,105.55,417.2787,3953.375,0.8375,3.3102,3952.5,10.8275,42.7984,3952.75,-0.01,-0.0395,3950.125,0.35,1.3827,3950.625,3.14,12.4156,3954,0.1,0.3951,3950.5,0.3,1.1855,3951.75,0.0775,0.306,3948.625,0.8375,2.7663,3303,0.25,0.3018,1207.125,-0.02,-0,1.625,-0.0225,-0,1
8.604,14.9825,,7391.875,-0.0175,,1.875,-0.04,,2.125,-0.0375,,1.375,8.045,,4600.375,2.165,,1801.375,9.42,,1054.5,2.3,,919.75,1.1,,504.875,-0.0225,,1.875,0.0025,,0.625,0.0025,,1820.875,0.01,,0.25,-0.35,,0.75,52.3575,,1299.25,0.115,,2967.5,7.6875,,1796.625,0.0425,,1817.125,,,1.335,,1802.125,0.015,,0.5,4.45,,3511,0.0025,,1819.375,0,,1820,10798.1,,1765,3,,1818.375,0.1625,,1818.625,0.015,,1818.25,0.4,,1820.625,692.4875,,1747.375,0.185,,1819,0.0375,,1821.25,0.5,,1817.375,0.07,,3297.125,1.4,,3947.125,30,,3946,116.2,,3950.5,0.905,,3948.5,10.71,,3945.25,0.005,,3948.125,0.3,,3947,3.145,,3947.875,0.25,,3946,0.3,,3952,0.0425,,3950.5,1.2775,,3303.75,0.335,,1204.125,0.03,,2,0,,1.375
8.7,14.7275,,7392.25,-0.0225,,1.125,-0.0375,,2.25,-0.0275,,2.375,8.0375,,4599.875,2.055,,1803.5,10.095,,1053.625,3.2,,920.375,1,,505.75,-0.0075,,1,0.005,,1.625,0.0425,,1821.5,0.01,,0,0,,1.375,53.415,,1297.625,0.05,,2967.625,7.4825,,1796.875,0.0225,,1817.125,,,3.2675,,1801.75,0,,0.75,7.05,,3510.75,0.0075,,1818.875,0.0025,,1820.5,10798.7,,1763.375,2.4,,1820.125,0.16,,1818.375,0.0075,,1818.25,-0.2,,1820.25,692.0125,,1748.125,0.1875,,1821.25,0,,1818.375,0.15,,1818.75,0.0525,,3300.625,1.1,,3945.125,29.9225,,3945.375,117.9,,3949.25,0.8475,,3948.25,10.815,,3944.75,0.055,,3945.25,-0.55,,3946.625,2.715,,3946.5,0.4,,3944.625,0.8,,3948.875,0.075,,3944.375,0.665,,3300.875,0.325,,1205.25,0.0075,,2,0.025,,2.25
8.796,14.8625,109.8747,7392.75,-0.01,-0,1,-0.02,-0,1.25,-0.0675,-0.0002,2.5,8.0575,37.0413,4597.125,2.135,3.8515,1804,7.815,8.2292,1053,2.85,2.6256,921.25,1.75,0.8866,506.625,-0.0425,-0.0001,1.875,0.055,0.0001,1.875,0.0125,0.0228,1821.625,-0.03,-0,1,-0.25,-0.0004,1.75,53.11,68.9633,1298.5,0.075,0.2227,2969.75,7.725,13.8731,1795.875,0.015,0.0273,1817.25,,,1.035,1.8633,1800.25,0.03,0,1.375,14.8,51.9499,3510.125,0.0525,0.0954,1817.75,0.0375,0.0682,1819.625,10799.6,19051.8444,1764.125,1.9,3.4573,1819.625,0.2125,0.3865,1818.75,-0.0075,-0.0137,1821.125,-0.05,-0.091,1819.625,691.6275,1208.0139,1746.625,0.0475,0.0865,1821.5,0.025,0.0455,1819.25,0.6,1.0904,1817.375,0.04,0.1319,3296.625,1.9,7.4993,3947,29.9175,118.118,3948.125,120.4,475.5349,3949.625,0.91,3.593,3948.375,10.89,42.9924,3947.875,0.04,0.1578,3945.5,0.25,0.9871,3948.375,3.0425,12.0164,3949.5,0.45,1.7762,3947.125,0,0,3950.5,0.055,0.217,3945.625,0.2475,0.8173,3302.25,0.285,0.3439,1206.75,0.005,0,1.5,0.0025,0,1.5
8.892,15.385,113.7432,7393.125,-0.005,-0,2.125,0.005,0,1.375,-0.01,-0,1.625,8.065,37.098,4599.875,1.935,3.491,1804.125,9.4725,9.9982,1055.5,3.75,3.4556,921.5,2.25,1.1346,504.25,-0.0325,-0.0001,1.625,-0.03,-0,1.625,0.0025,0.0046,1821.125,0.03,0,1.125,-0.2,-0.0001,0.625,50.1275,65.2159,1301,0.085,0.2523,2967.875,7.7175,13.8626,1796.25,-0.03,-0.0545,1817.75,,,0.45,0.8105,1801.125,-0.0175,-0,1.625,8.35,29.3106,3510.25,0.0025,0.0045,1817.875,0.025,0.0455,1820.5,10799.6,19036.9949,1762.75,1.75,3.1833,1819,0.1775,0.3229,1819.125,0.05,0.0909,1817.25,-0.2,-0.364,1820,691.4225,1207.7423,1746.75,0.2,0.3638,1818.75,0.005,0.0091,1818.875,0.95,1.727,1817.875,0.0375,0.1237,3298.75,1.4,5.5295,3949.625,33.85,133.6652,3948.75,119.85,473.5573,3951.25,0.8275,3.267,3948,10.7925,42.629,3949.875,0.0375,0.148,3947.75,0.85,3.3559,3948.125,3.0375,11.9951,3949,0.05,0.1975,3950.75,0.5,1.9747,3949.375,0.08,0.316,3950,0.23,0.7598,3303.375,0.355,0.4288,1207.875,0.025,0,1.375,0.0075,0,0.875
8.988,12.6075,93.223,7394.25,0.0175,0,0.5,-0.005,-0,2.375,-0.065,-0.0001,1.625,8.0575,37.0585,4599.25,1.72,3.1029,1804,6.7225,7.0922,1055,3.45,3.1779,921.125,0.65,0.3284,505.25,-0.0175,-0,0.25,-0.0075,-0,0.75,-0.0075,-0.0137,1820,-0.0475,-0.0001,2,-0.75,-0.0013,1.75,46.28,60.2623,1302.125,0.065,0.1929,2967,6.845,12.2996,1796.875,0.005,0.0091,1816.5,,,0.6975,1.2562,1801,-0.0075,-0,2,4.2,14.7336,3508,0.0375,0.0682,1817.625,-0.01,-0.0182,1820.125,10798.7,19054.3062,1764.5,2.7,4.9086,1818,0.1925,0.3498,1817,0.0225,0.0409,1819,0.1,0.1819,1819,691.095,1207.1702,1746.75,0.16,0.2913,1820.375,0.0175,0.0318,1819.625,-0.6,-1.0919,1819.875,-0.0075,-0.0247,3294.75,1.2,4.7413,3951.125,25.175,99.4759,3951.375,106.55,421.0856,3952,0.8525,3.368,3950.75,10.8675,42.9416,3951.375,0.0475,0.1877,3951.625,0.1,0.3952,3952.5,2.5975,10.265,3951.875,-0.4,-1.5802,3950.375,-0.1,-0.3952,3952.125,0.04,0.1581,3951.625,0.255,0.8424,3303.375,0.35,0.4222,1206.25,-0.045,-0.0001,1.25,0.0625,0.0001,1.5
9.084,15.03,111.0867,7391,0.0275,0,1.25,0,0,1.5,0.005,0,1.125,8.025,36.901,4598.25,1.99,3.5895,1803.75,8.17,8.6061,1053.375,3.4,3.1361,922.375,1.15,0.5815,505.625,0.0125,0,2.25,-0.005,-0,1,0.01,0.0182,1821.625,0.01,0,1.125,-0.85,-0.0011,1.25,49.92,64.8211,1298.5,0.0675,0.2002,2965.25,7.755,13.9416,1797.75,-0.0075,-0.0136,1817.375,,,2.995,5.3865,1798.5,0.0425,0,1.125,3.95,13.8724,3512,-0.0075,-0.0137,1820.875,0.0475,0.0865,1820.375,10798,19020.677,1761.5,2.45,4.4587,1819.875,0.175,0.3185,1820,-0.005,-0.0091,1819.5,0.65,1.183,1820,692.1325,1208.9824,1746.75,0.135,0.2459,1821.5,0.03,0.0546,1819.875,0.5,0.9087,1817.5,0.0075,0.0247,3295,2.3,9.0767,3946.375,31.0525,122.5565,3946.75,115.1,454.904,3952.25,0.8875,3.5041,3948.25,10.785,42.5819,3948.25,0.0175,0.0692,3952,-0.4,-1.5797,3949.25,2.805,11.0773,3949.125,0.25,0.9871,3948.25,0.7,2.7653,3950.375,0.06,0.237,3949.875,2.48,8.1899,3302.375,0.3375,0.4068,1205.375,0.0175,0,1.625,0.0025,0,0.5
9.18,14.885,,7393.75,0.0125,,2.5,-0.0125,,1.125,-0.05,,1.625,7.98,,4596.25,1.8575,,1802.75,9.79,,1054.125,3.75,,920.75,0.9,,503.25,-0.0025,,1.125,0.0125,,1.125,0.0275,,1821.875,0.005,,1.375,0.95,,0.5,55.9075,,1296.875,0.0475,,2969.25,7.655,,1797.875,-0.005,,1817.375,,,3.88,,1800.75,-0.0225,,2.5,5.65,,3509,0.0125,,1818.125,0.03,,1821.875,10799.3,,1764.5,2.3,,1817.875,0.2075,,1817.75,0.0175,,1820,-0.35,,1820.875,691.625,,1749,0.1925,,1820,0.035,,1817.5,0.1,,1816.5,0.06,,3295.25,0.1,,3944.625,29.3825,,3944.375,120.5,,3948.375,0.9475,,3945.375,10.8675,,3944.5,0.02,,3943.75,0.35,,3945.375,2.725,,3947.25,0,,3948.375,0.45,,3946.5,0.055,,3945.75,4.0175,,3301,0.34,,1207.125,-0.0025,,1,0.035,,1
9.276,14.8825,110.071,7396,-0.0175,-0,0.75,-0.015,-0,0.5,-0.0175,-0,2,8.03,36.9239,4598.25,1.7325,3.1211,1801.5,8.6575,9.1174,1053.125,2.95,2.7151,920.375,1.05,0.5342,508.75,0.0075,0,1.375,-0.0075,-0,0.75,-0.01,-0.0182,1820.75,0.0275,0,1,0.25,0.0002,0.75,52.505,68.1449,1297.875,0.0775,0.23,2967.625,7.715,13.8648,1797.125,0.005,0.0091,1818.125,,,0.6925,1.2483,1802.625,-0.0075,-0,0.5,8.05,28.2646,3511.125,0.0225,0.0409,1818.125,0.0575,0.1047,1820.875,10799.15,19056.4501,1764.625,2.15,3.9095,1818.375,0.2125,0.3867,1819.625,0.03,0.0546,1820.125,0.5,0.9107,1821.5,691.62,1207.5685,1746,0.09,0.1637,1818.5,0.0225,0.0409,1819.125,0.9,1.6372,1819.125,0.025,0.0825,3298.25,1.1,4.3451,3950.125,29.6975,117.242,3947.875,117.45,464.1771,3952.125,0.83,3.2777,3949,10.8825,42.9696,3948.5,0.0275,0.1085,3947,0.45,1.7772,3949.25,2.585,10.2104,3949.875,0.85,3.3561,3948.375,0.75,2.9626,3950.125,0.065,0.2566,3948,0.1825,0.6028,3302.875,0.3625,0.4373,1206.25,0.02,0,1,-0.0175,-0,1.25
9.372,14.85,109.7953,7393.625,-0.0025,-0,1.125,-0.025,-0,1.125,-0.005,-0,0.75,8.055,37.058,4600.625,2.09,3.768,1802.875,9.4625,9.9936,1056.125,4.2,3.8766,923,1.05,0.5313,506,-0.025,-0,0.75,-0.0175,-0,1.5,0.015,0.0273,1821.5,0.05,0.0001,1.375,-0.25,-0.0003,1.25,53.81,69.8454,1298,0.1075,0.3191,2968.125,8.49,15.2608,1797.5,0.0175,0.0318,1817,,,0.4375,0.7886,1802.625,0.01,0,0.25,5.65,19.8414,3511.75,0.0125,0.0227,1816.25,0.0125,0.0227,1820,10798.55,19037.8436,1763,1.9,3.4561,1819,0.265,0.4826,1821,0.02,0.0364,1818.375,0,0,1820.625,692.5975,1211.0933,1748.625,0.1925,0.3502,1819,0.0175,0.0319,1821.375,-0.25,-0.4542,1817,0.0475,0.1567,3299.125,1.05,4.1471,3949.625,30.0625,118.6755,3947.625,115.05,454.7783,3952.875,0.8925,3.5262,3950.875,10.7425,42.4154,3948.375,0.02,0.079,3948.5,0.6,2.3702,3950.25,2.9325,11.5804,3949,0.15,0.5928,3951.75,0.9,3.5587,3954.125,0.025,0.0987,3946.625,0.1975,0.6523,3302.625,0.305,0.3679,1206.25,0,0,1.5,0.0175,0,1.75
9.468,12.58,93.0071,7393.25,0,0,1.625,-0,-0,2,-0.0425,-0,0.875,8.11,37.308,4600.25,1.7325,3.1272,1805,8.66,9.1266,1053.875,2.7,2.4864,920.875,1.4,0.7108,507.75,-0.0225,-0,1.25,-0.025,-0,0.75,0.05,0.091,1820.875,0,0,1,0.5,0.0003,0.5,46.87,61.0072,1301.625,0.095,0.2818,2966.25,6.885,12.3818,1798.375,-0.01,-0.0182,1818.125,,,1.9875,3.5755,1799,0.01,0,1.75,4,14.0445,3511.125,0.0325,0.0591,1820,0.08,0.1456,1820.125,10798.65,19035.3203,1762.75,1.9,3.4544,1818.125,0.205,0.3726,1817.625,0.015,0.0272,1815.75,-0.05,-0.091,1820.75,691.1175,1207.3823,1747,0.195,0.3549,1819.75,-0,-0,1821.625,-0.45,-0.818,1817.75,0.0075,0.0247,3297.875,0.2,0.7899,3949.5,25.24,99.6696,3948.875,115.8,457.2942,3949,0.85,3.3586,3951.25,10.8525,42.8687,3950.125,-0.02,-0.079,3951,-0.1,-0.395,3950,2.935,11.5966,3951.125,0.3,1.1855,3951.75,0.3,1.185,3949.875,0.0325,0.1284,3951.75,2.3925,7.8973,3300.875,0.325,0.3916,1204.875,-0.0175,-0,2,-0.01,-0,0.75
9.564,14.89,110.0594,7391.5,-0.0075,-0,0.5,-0.0325,-0.0001,3.25,-0.0075,-0,0,8.035,36.956,4599.375,1.9675,3.5459,1802.25,8.7675,9.2388,1053.75,4.25,3.9127,920.625,1.75,0.8829,504.5,0.0525,0.0001,1.5,-0.005,-0,1.375,-0.035,-0.0637,1820,-0.015,-0,1.125,-0.6,-0.0007,1.125,50.5125,65.6726,1300.125,0.0375,0.1113,2967.625,7.72,13.8757,1797.375,0.005,0.0091,1816.5,,,1.8025,3.2477,1801.75,-0.0075,-0,0.75,4.2,14.7352,3508.375,0.06,0.109,1817.125,0.0775,0.1411,1820.125,10798.8,19046.3835,1763.75,1.45,2.6361,1818,0.2075,0.3776,1819.875,0.04,0.0727,1818,-0.5,-0.9101,1820.25,692.38,1210.0206,1747.625,0.0525,0.0955,1819.875,0,0,1819.125,0.55,0.9994,1817.125,0.0225,0.0742,3298.75,0.85,3.3557,3947.875,29.665,117.0989,3947.375,116.55,460.154,3948.125,0.8325,3.2879,3949.375,10.7775,42.5523,3948.25,0.0475,0.1875,3948.25,-0.65,-2.567,3949.25,2.8425,11.224,3948.625,0.4,1.5794,3948.5,1.2,4.7388,3949,0.0875,0.3454,3946.875,0.405,1.3376,3302.625,0.3125,0.3766,1205,-0.0175,-0,0.5,-0.0375,-0,0.875
9.66,14.63,,7393.375,-0.005,,1.875,-0.005,,1.75,-0.04,,1.125,8.015,,4598.625,1.9875,,1803,8.16,,1053.5,3.95,,922.75,1.6,,507.25,-0.0175,,0,0.02,,1.375,0.03,,1819.875,0.0075,,1,-0.25,,0.875,53.0875,,1295.875,0.0575,,2968.75,7.7125,,1795.625,0.0225,,1818.625,,,2.525,,1801.75,0,,1.625,10.85,,3509.5,0.0025,,1817.25,0.0125,,1820.875,10798.9,,1763.25,2.4,,1818.375,0.1675,,1819.375,0.0275,,1819,-0.25,,1822,691.82,,1747.25,0.225,,1818.125,0.025,,1821.25,-0.35,,1818.625,-0.0175,,3286.25,0.55,,3948,29.4025,,3944.375,128.15,,3947.375,0.8725,,3946.75,10.9,,3944.875,-0.0025,,3946.375,-0.25,,3946,3.1375,,3947.625,0.2,,3947.75,0.5,,3946.125,0.06,,3947.5,0.24,,3303.75,0.34,,1205.375,0.01,,0.25,-0,,1.375
9.756,14.925,,7394.75,0.0075,,0.75,-0.02,,0.5,-0.0475,,0.5,8.045,,4597.625,2.1125,,1802.75,7.445,,1052.75,3.3,,921.875,1.65,,504.125,0.005,,1.625,0.015,,1.25,-0.0425,,1820,0.0325,,1.25,0.2,,1.125,52.22,,1295.75,0.0775,,2967.125,7.7675,,1796.875,0.005,,1817.375,,,0.7325,,1801.375,-0.0025,,2.625,5.45,,3508.625,0.0375,,1819,0.03,,1821.875,10798.15,,1764,1.95,,1819,0.16,,1818.75,0.0175,,1820.5,0.3,,1819.375,691.05,,1747.25,0.1825,,1818.75,-0.0025,,1819.375,0.55,,1818.75,0.01,,3300.375,0.95,,3949,30.995,,3945.5,118.1,,3950.625,0.87,,3948.75,10.8825,,3947.375,0.0125,,3948.75,-0.25,,3946.125,2.685,,3947.875,1.45,,3943.375,0.35,,3949,0.06,,3947.625,0.255,,3302.75,0.29,,1205.75,0.02,,0.75,0.0275,,1.625
9.852,14.8625,109.8599,7391.75,-0.01,-0,1.625,-0.03,-0,1.375,-0.0375,-0.0001,1.875,7.9725,36.6506,4597.125,1.7225,3.1033,1801.625,9.145,9.648,1055,2.35,2.1664,921.875,1.4,0.7079,505.625,0.0275,0,1,0.005,0,2.375,0.0125,0.0228,1821.25,0.015,0,0,-0.2,-0.0002,0.75,51.465,66.853,1299,0.0225,0.0668,2967.75,7.76,13.9418,1796.625,-0.0225,-0.0409,1816.5,,,0.7275,1.3109,1801.875,0.02,0,0.75,5,17.5481,3509.625,0,0,1816.375,0.02,0.0364,1819.875,10799,19039.9869,1763.125,1.9,3.4566,1819.25,0.1675,0.3045,1818.125,0.06,0.1091,1819,0.05,0.091,1819.25,691.785,1208.4619,1746.875,0.0775,0.1407,1815.75,0.0275,0.0501,1820.375,0.5,0.9087,1817.5,0.055,0.1813,3295.875,0.95,3.7523,3949.75,29.19,115.1764,3945.75,111.2,439.3373,3950.875,0.84,3.3178,3949.75,10.8275,42.7429,3947.625,0.12,0.474,3950.125,0.3,1.1849,3949.75,2.8175,11.1274,3949.375,-0.6,-2.3695,3949.125,1.05,4.1487,3951.125,0.09,0.3552,3946.75,2.115,6.9851,3302.625,0.2875,0.3473,1207.875,0.045,0.0001,2.125,0,0,1.875
9.948,12.635,93.4406,7395.375,-0.02,-0,1.375,-0.01,-0,2.125,-0.04,-0,0.75,8.105,37.2931,4601.25,1.72,3.0997,1802.125,7.3,7.7033,1055.25,3.2,2.9452,920.375,1.2,0.6084,507,-0.0275,-0.0001,1.875,-0.015,-0,2,0.0375,0.0683,1820.625,0.005,0,1,0.55,0.0005,0.875,45.29,58.8657,1299.75,0.02,0.0594,2967.625,6.9,12.4019,1797.375,0.0025,0.0045,1817,,,1.635,2.9408,1798.625,-0.0225,-0,0.75,4.85,17.0223,3509.75,-0.005,-0.0091,1817.875,0.05,0.0911,1822.375,10798.85,19042.4221,1763.375,2.05,3.7307,1819.875,0.1625,0.2956,1819.25,0.0025,0.0045,1817.5,-0.1,-0.1822,1821.5,691.485,1207.8514,1746.75,0.205,0.3733,1821.125,0.0275,0.0501,1821.625,0.25,0.4545,1817.875,-0.005,-0.0165,3296.625,0.15,0.5925,3949.75,25.2475,99.7718,3951.75,113.75,449.4262,3951,0.84,3.319,3951.25,10.8075,42.6559,3946.875,0.015,0.0593,3950.75,0,0,3950.125,3.0625,12.1064,3953.125,0.8,3.1611,3951.375,0.1,0.3952,3951.5,0.06,0.2369,3949,0.175,0.5781,3303.5,0.3625,0.4369,1205.125,-0.0325,-0,1.25,0.005,0,2.5
